# Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26851 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/turney2021/turney2021early-lig-sst-ann.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Dataset DOI: 
#
# Parameter_Keywords: sea surface temperature
#--------------------
# Contribution_Date
#	Date: 2019-07-03
#--------------------
# File_Last_Modified_Date
#	Date: 2020-10-27 
#--------------------
# Title
# 	Study_Name: Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Turney, C.S.M; Jones, R.T.; McKay, N.P.; van Sebille, E.; Thomas, Z.A.; Hillenbrand, C.-D.; Fogwill, C.J.
#--------------------
# Description_Notes_and_Keywords
#	Description: Compilation of published sea surface temperature reconstructions for the Last Interglacial 
#	interval (LIG; ~129,000-116,000 years before present). 
#	Version: 14 October 2020 (replaces 11 December 2019 and 3 July 2019 versions)
#	Reconstructions of Last Interglacial annual (189 sites), December-January-February (DJF; 99 sites), 
#	and June-July-August (JJA; 92 sites) SST's, plus maximum annual SST estimates during the early LIG 
#	(129-124 ka; 189 sites), and comparison of annual SST estimates for the early LIG (129-124 ka)  
#	with late Marine Isotope Stage 6 (140-135 kyr) (54 sites). 
#	For the DJF estimates, we have assumed a thermal equator of 5 degrees North, 
#	where sites above this latitude 'Summer' = JJA, and 'Winter' = DJF
#	Sites south of this line have 'Summer' (warmer temps) = DJF and 'Winter' (cooler temps) = JJA
# 
#	Notes: ***Drift correction has not been applied to the two coral sites  
#	***Drift correction could not be applied to four sites in a land box when located using OFES.
#
# 						
# Sheet 1. Early and average LIG annual sea surface temperatures (global and latitudinal averages) and thermal expansion contribution to Global Mean Sea Level 						
# 						
# Early max annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.9	0.1	3.2	1.5	3.8	3.7
# 30-day drift	0.9	0.1	2.8	2.1	3.2	3.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.2	-0.3	2.0	0.2	2.8	2.7
# 30-day drift	0.2	-0.3	1.5	0.8	2.3	2.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Ocean thermal expansion, m	Max annual SST, early LIG	Mean annual SST				
# Uncorrected	0.36	0.05				
# 30-day drift	0.39	0.08				
# Uncertainty (1sd)	0.10	0.10				
# 
#--------------------
# Publication 
#	Authors: Chris S.M. Turney, Richard T. Jones, Nicholas P. McKay, Erik van Sebille, Zoë A. Thomas, Claus-Dieter Hillenbrand, Christopher J. Fogwill
#	Published_Date_or_Year: 2021 in press     
#	Published_Title: A global mean sea-surface temperature dataset for the Last Interglacial (129-116 kyr) and contribution of thermal expansion to sea-level change
#	Journal_Name: Earth System Science Data 
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A valuable analogue for assessing Earth's sensitivity to warming is the Last Interglacial (LIG; 129-116 kyr), when global temperatures (0-+2 C) and mean sea level (+6-11 m) were higher than today. The direct contribution of warmer conditions to global sea level (thermosteric) are uncertain. We report here a global network of LIG sea surface temperatures (SST) obtained from various published temperature proxies (e.g. faunal/floral assemblages, Mg/Ca ratios of calcareous plankton, alkenone UK'37). Each reconstruction is averaged across the LIG (anomalies relative to 1981-2010), corrected for ocean drift and with varying seasonality (189 annual, 99 December-February, and 92 June-August records). We summarise the current limitations of SST reconstructions for the LIG and the spatial temperature features of a naturally warmer world. Because of local d18O seawater changes, uncertainty in the age models of marine cores, and differences in sampling resolution and/or sedimentation rates, the reconstructions are restricted to mean conditions. To avoid bias towards individual LIG SSTs based on only a single (and potentially erroneous) measurement or a single interpolated data point, here we average across the entire LIG. To investigate the sensitivity of the reconstruction to high temperatures, we also report maximum values during the first 5 ka of the LIG (129-124 kyr). The global dataset provides a remarkably coherent pattern of higher SST increases at polar latitudes than in the tropics, with comparable estimates between different SST proxies. We report mean global annual SST anomalies of 0.2 ± 0.1 C and a maximum of 0.9 ± 0.2 C respectively. Using the reconstructed SSTs suggests a mean thermosteric sea level rise of 0.01 ± 0.1 m and a maximum of 0.13 ± 0.1 m respectively. The data provide an important natural baseline for a warmer world, constraining the contributions of Greenland and Antarctic ice sheets to global sea level during a geographically widespread expression of high sea level, and can be used to test the next inter-comparison of models for projecting future climate change.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Global Ocean 
#	Location: Global
#	Country:  
#	Northernmost_Latitude: 90
# 	Southernmost_Latitude: -80
# 	Easternmost_Longitude: 180
# 	Westernmost_Longitude: -180
# 	Elevation:  0 m
#------------------
# Data_Collection   
#	Collection_Name: Turney2021LIGSST
#	Earliest_Year: 129000
#	Most_Recent_Year: 116000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
Site Name/Core	Latitude (decimal)	Longitude  (decimal)	Method of temperature estimate	Early LIG maximum annual temperature estimate	±1 sd	30 days mean temp along trajectory minus mean temp at site	SST 1981-2010 'Modern' Annual (Jan-Dec)	Annual LIG temperature anomaly (no drift), °C	±1 sd	Annual LIG temperature anomaly (30 day drift), °C	±1 sd	References
M12392-1	25.17	-16.85	 Planktonic Foraminifera Assemblage  (Transfer Function)	16.8	1.5	-0.5	21.2	-4.36	1.50	-3.91	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
Change-Le (CL01)	25.92	119.92	Alkenone	27.6	1.5		22.5	5.13	1.50	5.13	1.50	Li, X., Zong, Y., Zheng, Z., Huang, G. & Xiong, H. Marine deposition and sea surface temperature changes during the last and present interglacials in the west coast of Taiwan Strait. Quaternary International 440, 91-101 (2017)
V25-21	26.40	-45.45	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.8	1.5	-0.2	24.7	-0.89	1.50	-0.70	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
GIK15637	27.01	-18.99	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	21.4	1.5	-0.3	21.8	-0.39	1.50	-0.09	1.50	Kiefer, T. Produktivität und Temperaturen im subtropischen Nordatlantik: zyklische und abrupte Veränderungen im späten Quartär PhD thesis, Christian-Albrechts-Universität (1998)
Z14-16	27.12	127.45	Alkenone	27.7	1.5	0.8	24.8	2.88	1.50	2.10	1.50	Zhou, H. et al. Sea surface temperature reconstruction for the middle Okinawa Trough during the last glacialinterglacial cycle using C37 unsaturated alkenones. Palaeogeography, Palaeoclimatology, Palaeoecology 246, 440-453 (2007)
V28-304	28.53	134.13	Radiolaria   Assemblage  (Transfer Function)	23.1	1.1	0.7	24.2	-1.05	1.10	-1.78	1.10	Heusser, L. & Morley, J. Monsoon fluctuation over the past 350 kyr: High-resolution evidence from northeast Asia/northwest Pacific climate proxies (marine pollen and radiolarians). Quaternary Science Reviews 16, 565-581 (1997)
EW03	32.08	-117.38	Alkenone	18.6	1.5	0.2	17.0	1.59	1.50	1.42	1.50	Herbert, T. D. et al. Collapse of the California Current during the glacial maxima linked to climate change on land. Science 293, 71-76 (2001)
ODP 1012	32.28	-118.38	Alkenone	19.2	1.5	0.1	16.8	2.42	1.50	2.36	1.50	Herbert, T. D. et al. Collapse of the California Current during the glacial maxima linked to climate change on land. Science 293, 71-76 (2001)
ODP 167 Site 1014	32.80	-13.57	Alkenone	19.6	1.5	-0.2	20.2	-0.58	1.50	-0.35	1.50	Yamamoto, M., Yamamuro, M. & Tanaka, Y. The California current system during the last 136,000 years: response of the North Pacific High to precessional forcing. Quaternary Science Reviews 26, 405-414 (2007)
RC8-145	33.58	-62.38	 Planktonic Foraminifera Assemblage  (Transfer Function)	21.1	1.3	1.2	22.7	-1.56	1.30	-2.79	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD95-2036	33.69	-57.58	Alkenone	23.1	0.2	0.9	22.6	0.49	0.20	-0.36	0.20	Evans, H. K., Hall, I. R., Bianchi, G. G. & Oppo, D. W. Intermediate water links to Deep Western Boundary Current variability in the subtropical NW Atlantic during marine isotope stages 5 and 4. Paleoceanography 22(3), PA3209 (2007)
ODP 971A 	33.70	24.71	Alkenone	20.8	1.5	-0.4	20.6	0.16	1.50	0.51	1.50	Rohling, E. J. et al. African monsoon variability during the  previous interglacial maximum. Earth and Planetary Science Letters 202, 61-75 (2002)
ODP 967C	34.07	32.73	Alkenone	22.1	1.5	-0.2	21.6	0.46	1.50	0.61	1.50	Rohling, E. J. et al. African monsoon variability during the  previous interglacial maximum. Earth and Planetary Science Letters 202, 61-75 (2002)
ODP 893	34.29	-120.04	Alkenone	19.1	1.5		15.5	3.63	1.50	3.63	1.50	Herbert, T. D. et al. Collapse of the California Current during the glacial maxima linked to climate change on land. Science 293, 71-76 (2001)
ODP 167 Site 1016	34.53	-122.28	Alkenone	17.4	1.5	0.1	15.2	2.15	1.50	2.03	1.50	Yamamoto, M., Yamamuro, M. & Tanaka, Y. The California current system during the last 136,000 years: response of the North Pacific High to precessional forcing. Quaternary Science Reviews 26, 405-414 (2007)
ODP 167-1017B	34.53	-121.11	Alkenone	16.8	1.5	0.8	15.1	1.69	1.50	0.91	1.50	Mangelsdorf, K., Güntner, U. & Rullkötter, J. Climatic and oceanographic variations on the California continental margin during the last 160 kyr. Organic Geochemistry 31, 829-846 (2000)
V32-126	35.32	177.92	 Planktonic Foraminifera Assemblage  (Transfer Function)	22.5	2.0	0.6	18.7	3.78	2.00	3.17	2.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD01-2421	36.02	141.78	Diatoms (Td' ratio)	21.6	3.5	1.3	18.7	2.91	3.50	1.57	3.50	Koizumi, I., Irino, T. & Oba, T. Paleoceanography during the last 150 kyr off central Japan based on diatom floras. Marine Micropaleontology 53, 293-365 (2004)
ODP 161-977A	36.03	-1.95	Alkenone	21.2	1.0	-0.6	19.0	2.19	0.95	2.79	0.95	Martrat, B. et al. Four climate cycles of recurring deep and surface water destabilizations on the Iberian margin. Science 317, 502-507 (2007)
ODP  976	36.21	-4.31	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	19.6	1.5	-0.8	18.6	0.99	1.50	1.77	1.50	González-Donoso, J. M., Serrano, F. & Linares, D. Sea surface temperature during the Quaternary at ODP Sites 976 and 975 (western Mediterranean). Palaeogeography, Palaeoclimatology, Palaeoecology 162, 17-44 (2000)
V32-128	36.46	177.16	 Planktonic Foraminifera Assemblage  (Transfer Function)	22.0	2.0	0.8	17.9	4.07	2.00	3.26	2.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC14-99	36.97	147.93	Radiolaria   Assemblage  (Transfer Function)	18.9	1.1	1.9	19.4	-0.47	1.10	-2.34	1.10	Heusser, L. & Morley, J. Monsoon fluctuation over the past 350 kyr: High-resolution evidence from northeast Asia/northwest Pacific climate proxies (marine pollen and radiolarians). Quaternary Science Reviews 16, 565-581 (1997)
167- 1018A	36.99	-123.28	Alkenone	12.1	1.5	0.1	14.4	-2.30	1.50	-2.41	1.50	Mangelsdorf, K., Güntner, U. & Rullkötter, J. Climatic and oceanographic variations on the California continental margin during the last 160 kyr. Organic Geochemistry 31, 829-846 (2000)
MD95-2037	37.08	-32.03	Alkenone	20.9	1.5	-0.2	19.9	1.00	1.50	1.18	1.50	Calvo, E., Pelejero, C., Herguera, J. C., Palanques, A. & Grimalt, J. O. Insolation dependence of the southeastern Subtropical Pacific sea surface temperature over the last 400 kyrs. Geophysical Research Letters 28, 2481-2484 (2001)
V21-146	37.68	163.03	Radiolaria   Assemblage  (Transfer Function)	21.1	2.1	1.5	17.4	3.74	2.10	2.26	2.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD95-2042	37.80	-10.17	Alkenone	19.7	1.5	0.3	18.3	1.37	1.50	1.08	1.50	Pailler, D. & Bard, E. High frequency palaeoceanographic changes during the past 140 000 yr recorded by the organic matter in sediments of the Iberian Margin. Palaeogeography, Palaeoclimatology, Palaeoecology 181, 431-452 (2002); Shackleton, N. J., Sánchez-Goñi, M. F., Pailler, D. & Lancelot, Y. Marine Isotope Substage 5e and the Eemian Interglacial. Global and Planetary Change 36, 151-155 (2003)
MD01-2444/MD01-2443	37.88	-10.18	Alkenone	20.1	1.3	0.3	18.3	1.77	1.30	1.46	1.30	Martrat, B. et al. Four climate cycles of recurring deep and surface water destabilizations on the Iberian margin. Science 317, 502-507 (2007)
KS 205	38.21	18.13	Alkenone	22.9	1.5	0.1	19.6	3.28	1.50	3.20	1.50	Rohling, E. J. et al. African monsoon variability during the  previous interglacial maximum. Earth and Planetary Science Letters 202, 61-75 (2002)
ODP 975	38.52	4.52	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	20.4	1.5	-0.6	19.4	0.96	1.50	1.53	1.50	Kandiano, E., Bauch, H. A., and Fahl, K.: Last interglacial surface water structure in the western Mediterranean (Balearic) Sea: Climatic variability and link between low and high latitudes. Global and Planetary Change, 123, 67-76 (2014).
RC14-105	39.68	157.55	Radiolaria   Assemblage  (Transfer Function)	16.9	1.1	2.0	15.0	1.94	1.10	-0.02	1.10	Heusser, L. & Morley, J. Monsoon fluctuation over the past 350 kyr: High-resolution evidence from northeast Asia/northwest Pacific climate proxies (marine pollen and radiolarians). Quaternary Science Reviews 16, 565-581 (1997)
MD95-2040	40.58	-9.87	Alkenone	20.2	1.5	0.1	16.9	3.28	1.50	3.15	1.50	Pailler, D. & Bard, E. High frequency palaeoceanographic changes during the past 140 000 yr recorded by the organic matter in sediments of the Iberian Margin. Palaeogeography, Palaeoclimatology, Palaeoecology 181, 431-452 (2002)
V30-97	41.00	-32.93	 Planktonic Foraminifera Assemblage  (Transfer Function)	18.6	1.3	-0.1	13.3	5.29	1.30	5.40	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 1020C/D	41.00	-126.43	Alkenone	13.9	1.5	0.1	18.6	-4.71	1.50	-4.78	1.50	Herbert, T. D. et al. Collapse of the California Current during the glacial maxima linked to climate change on land. Science 293, 71-76 (2001)
C9001	41.18	142.20	Diatoms (Td' ratio)	16.6	3.5	1.1	12.3	4.28	3.50	3.22	3.50	Phillips, M. P. & Harwood, D. M. Marine diatom assemblage variation across Pleistocene glacial-interglacial transitions from Integrated Ocean Drilling Program Site C9001, Northwest Pacific. Palaeogeography, Palaeoclimatology, Palaeoecology 483, 172-187 (2017)
ODP 167-1019C	41.68	-124.93	Alkenone	13.2	1.5	-0.1	12.7	0.52	1.50	0.66	1.50	Mangelsdorf, K., Güntner, U. & Rullkötter, J. Climatic and oceanographic variations on the California continental margin during the last 160 kyr. Organic Geochemistry 31, 829-846 (2000)
CH69-09	41.75	-47.35	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	15.0	1.7	0.6	16.7	-1.72	1.70	-2.36	1.70	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
D117	42.10	-52.75	 Planktonic Foraminifera Assemblage  (Transfer Function)	18.3	1.3	0.5	13.8	4.48	1.30	3.97	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
Y72-11-1	43.25	-126.38	Radiolaria   Assemblage  (Transfer Function)	19.4	1.6	-0.3	13.0	6.44	1.60	6.74	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
SU90/08	43.50	-30.40	Alkenone	20.1	1.5	0.0	16.9	3.18	1.50	3.19	1.50	Calvo, E., Pelejero, C., Herguera, J. C., Palanques, A. & Grimalt, J. O. Insolation dependence of the southeastern Subtropical Pacific sea surface temperature over the last 400 kyrs. Geophysical Research Letters 28, 2481-2484 (2001)
V29-179	44.00	-24.53	 Planktonic Foraminifera Assemblage  (Transfer Function)	19.4	1.3	0.3	16.5	2.93	1.30	2.62	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V20-120	47.40	167.75	Radiolaria   Assemblage  (Transfer Function)	9.2	1.1	-0.1	6.4	2.76	1.10	2.90	1.10	Heusser, L. & Morley, J. Monsoon fluctuation over the past 350 kyr: High-resolution evidence from northeast Asia/northwest Pacific climate proxies (marine pollen and radiolarians). Quaternary Science Reviews 16, 565-581 (1997)
K708-001	50.00	-23.73	 Planktonic Foraminifera Assemblage  (Transfer Function)	14.7	1.3	0.8	13.5	1.18	1.30	0.40	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 145-882	50.36	167.60	Alkenone	13.9	1.5	0.0	5.9	8.00	1.50	7.97	1.50	Martínez-Garcia, A., Rosell-Melé, A., McClymont, E. L., Gersonde, R. & Haug, G. H. Subpolar link to the emergence of the modern equatorial Pacific cold tongue. Science 328, 1550-1553 (2010)
V23-82	52.58	-21.93	 Planktonic Foraminifera Assemblage  (Transfer Function)	12.9	1.6	0.8	12.2	0.69	1.60	-0.08	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V27-116	52.83	-30.33	 Planktonic Foraminifera Assemblage  (Transfer Function)	12.2	1.5	0.5	10.4	1.75	1.50	1.23	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
M23414	53.54	-20.29	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	13.6	1.5	0.7	12.0	1.62	1.50	0.92	1.50	Bashirova, L. D., Kandiano, E. S., Sivkov, V. V. & Bauch, H. A. Migrations of the North Atlantic Polar front during the last 300 ka: Evidence from planktic foraminiferal data. Oceanology 54, 798-807 (2014)
K708-7	53.93	-24.08	 Planktonic Foraminifera Assemblage  (Transfer Function)	14.5	1.5	1.0	11.3	3.25	1.50	2.26	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984); McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geo-sciences, 121-164 (Springer, 1989)
V27-20	54.00	-46.20	 Planktonic Foraminifera Assemblage  (Transfer Function)	9.5	1.3	-0.2	7.0	2.54	1.30	2.71	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD03-2664	57.44	-48.61	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	8.5	0.9	0.7	5.0	3.54	0.90	2.89	0.90	Irvali, N. et al. Evidence for regional cooling, frontal advances, and East Greenland Ice Sheet changes during the demise of the last interglacial. Quaternary Science Reviews 150, 184-199 (2016)
SO201-2-85KL	57.50	170.40	Alkenone	9.8	1.5	0.7	4.8	5.05	1.50	4.39	1.50	Max, L. et al. Rapid shifts in subarctic Pacific climate between 138 and 70 ka. Geology 42, 899-902 (2014)
P-013 	58.93	-48.36	Dinoflagellate Cyst Assemblage (Transfer Function)	9.6	1.4	0.7	4.5	5.12	1.40	4.41	1.40	Hillaire-Marcel, C., de Vernal, A., Bilodeau, G. & Weaver, A. J. Absence of deep-water formation in the Labrador Sea during the last interglacial period. Nature 410, 1073-1077 (2001)
AMK-4438	59.53	-17.93	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	12.2	2.0	0.9	9.9	2.32	2.00	1.43	2.00	Bashirova, L. D., Kandiano, E. S., Sivkov, V. V. & Bauch, H. A. Migrations of the North Atlantic Polar front during the last 300 ka: Evidence from planktic foraminiferal data. Oceanology 54, 798-807 (2014)
AMK-4442	59.53	-21.85	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	13.6	1.1	0.9	10.1	3.46	1.10	2.56	1.10	Lukashina, N. P. & Bashirova, L. D. Deep water masses in the Iceland Basin during the Last Interglacial (MIS 5e): Evidence from benthic foraminiferal data. Oceanologia 57, 212-221 (2015)
EW9302- 8JPC	61.00	-25.00	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	12.5	1.5	0.6	8.9	3.56	1.50	2.98	1.50	Oppo, D. W., McManus, J. F. & Cullen, J. L. Evolution and demise of the Last Interglacial warmth in the subpolar North Atlantic. Quaternary Science Reviews 25, 3268-3277 (2006)
V28-14	64.78	-29.57	 Planktonic Foraminifera Assemblage  (Transfer Function)	11.1	1.3	0.7	6.6	4.52	1.30	3.78	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V27-86	66.60	1.12	 Planktonic Foraminifera Assemblage  (Transfer Function)	9.0	1.3	0.7	7.9	1.02	1.30	0.35	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
M23323	67.77	5.92	Alkenone	10.5	1.5	0.6	8.1	2.44	1.50	1.87	1.50	Bauch, H. A. et al. Climatic bisection of the last interglacial warm period in the Polar North Atlantic. Quaternary Science Reviews 30, 1813-1818 (2011)
V28-56	68.03	-6.12	 Planktonic Foraminifera Assemblage  (Transfer Function)	4.6	1.3	0.5	4.8	-0.19	1.30	-0.65	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
PS1243	69.38	-6.53	Alkenone	9.9	1.5	0.4	4.3	5.55	1.50	5.11	1.50	Bauch, H. A. et al. Evidence for a steeper Eemian than Holocene sea surface temperature gradient between Arctic and sub-Arctic regions. Palaeogeography, Palaeoclimatology, Palaeoecology 145, 95-117 (1999)
M23352	70.00	-12.42	Alkenone	12.0	1.5	0.3	2.5	9.51	1.50	9.23	1.50	Bauch, H. A. et al. Evidence for a steeper Eemian than Holocene sea surface temperature gradient between Arctic and sub-Arctic regions. Palaeogeography, Palaeoclimatology, Palaeoecology 145, 95-117 (1999)
M17732 (also known as GIK17732-1)	71.61	4.21	Alkenone	11.3	1.5	0.7	5.5	5.76	1.50	5.11	1.50	Bauch, H. A. et al. Evidence for a steeper Eemian than Holocene sea surface temperature gradient between Arctic and sub-Arctic regions. Palaeogeography, Palaeoclimatology, Palaeoecology 145, 95-117 (1999)
V27-60	72.18	8.58	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	5.0	1.5	0.6	5.7	-0.74	1.50	-1.37	1.50	Vogelsang, E., Sarnthein, M., Pflaumann, U., 2001. d18O stratigraphy, chronology, and sea surface temperatures of Atlantic sediment records (GLAMAP-2000 Kiel), Universität Kiel, Kiel, Germany 13, p. 244
